,turns,winner,increment_code,white_rating,black_rating,opening_name
2116,76,black,10+10,1735,1753,English Opening: King's English Variation
2117,60,black,10+10,1744,1748,English Opening: King's English Variation
2118,42,black,10+10,1756,1737,English Opening: King's English Variation
2119,93,white,9+12,1831,1765,Sicilian Defense
2120,106,black,15+5,1796,1762,Queen's Pawn
2121,86,black,20+0,1769,1838,English Opening: King's English Variation
2122,47,white,20+0,1746,1745,English Opening: King's English Variation
2123,70,black,10+10,1804,1736,Queen's Pawn
2124,27,white,15+0,1254,1068,Pirc Defense #4
2125,128,draw,5+5,2270,2451,Sicilian Defense
2126,44,black,10+10,1750,2270,Indian Game
2127,52,black,10+0,1974,2243,Sicilian Defense
2128,46,black,6+6,1500,1510,Queen's Pawn
2129,49,white,6+6,1510,1500,King's Pawn Game
2130,52,black,6+6,1500,1683,Queen's Pawn
2131,39,white,30+0,1370,1500,Philidor Defense
2132,70,draw,30+0,1500,1370,King's Pawn Game
2133,88,black,180+0,1500,1370,Scandinavian Defense
2134,44,black,4+6,1298,1695,Indian Game
2135,46,black,4+6,1348,1573,Horwitz Defense
2136,77,white,6+5,1338,1607,Four Knights Game: Italian Variation
2137,72,black,10+0,1322,1557,Sicilian Defense
2138,117,white,10+0,1527,1329,Van't Kruijs Opening
2139,80,black,10+0,1341,1398,Scandinavian Defense: Mieses-Kotroc Variation
2140,62,black,10+0,1286,1328,King's Pawn Game
2141,102,black,10+0,1331,1695,Philidor Defense
2142,46,black,10+0,1353,1661,Caro-Kann Defense
2143,85,white,10+0,1645,1353,Scotch Game
2144,54,black,10+0,1356,1752,Four Knights Game: Italian Variation
2145,57,white,10+0,1804,1358,Queen's Pawn
2146,44,black,10+0,1359,2109,Caro-Kann Defense
2147,113,white,10+0,1361,1373,King's Pawn Game
2148,66,black,10+0,1381,1731,French Defense
2149,2,black,10+0,1381,1651,Sicilian Defense
2150,64,black,10+0,1389,1561,Caro-Kann Defense
2151,37,white,10+0,1747,1392,Scotch Game
2152,64,black,10+0,1422,1173,Modern Defense
2153,74,black,7+2,1791,1867,Indian Game
2154,40,black,7+2,1636,1784,Queen's Pawn
2155,45,white,8+2,1699,1798,Scandinavian Defense: Mieses-Kotroc Variation
2156,108,black,8+2,1813,1683,Queen's Pawn
2157,41,white,10+0,1014,1287,Scandinavian Defense
2158,17,white,10+8,1785,1132,Italian Game
2159,22,black,5+7,1144,1601,Philidor Defense
2160,43,white,10+0,1549,1536,English Opening: King's English Variation
2161,174,black,15+8,1460,1514,Sicilian Defense
2162,3,white,10+2,1329,1547,Queen's Pawn
2163,106,black,10+0,1525,1370,Scandinavian Defense
2164,33,white,5+5,2621,1122,Scandinavian Defense: Mieses-Kotroc Variation
2165,34,black,10+0,1405,1420,Queen's Pawn
2166,46,white,30+20,1309,1420,King's Pawn Game
2167,13,white,7+5,1441,1442,Three Knights Opening
2168,71,white,12+12,1420,1465,Sicilian Defense
2169,51,white,5+8,1458,1478,Queen's Pawn
2170,146,black,15+5,1456,1478,Sicilian Defense
2171,156,black,15+0,1435,1456,Indian Game
2172,53,white,10+1,1426,1456,Sicilian Defense
2173,35,black,8+5,1521,1443,Sicilian Defense
2174,172,black,7+3,1372,1434,Philidor Defense
2175,81,white,25+15,2156,1511,Queen's Pawn
2176,2,black,15+15,2156,2476,Queen's Pawn
2177,76,black,20+15,1359,2156,Queen's Pawn
2178,76,black,8+0,1889,1999,French Defense
2179,21,white,8+0,1903,1898,Owen Defense
2180,104,black,5+8,1868,1884,Sicilian Defense
2181,19,white,11+8,1543,1006,Pirc Defense #4
2182,37,white,12+8,1488,1015,Hungarian Opening
2183,77,white,10+0,1869,1254,Sicilian Defense
2184,34,white,5+5,1483,1270,Sicilian Defense
2185,77,white,5+6,1689,1703,Sicilian Defense
2186,50,black,10+0,1689,1748,French Defense
2187,72,white,10+0,1720,1500,French Defense
2188,105,white,8+8,1685,1666,Scandinavian Defense: Mieses-Kotroc Variation
2189,119,white,15+0,1714,1479,Pirc Defense #4
2190,63,white,10+0,1746,1403,French Defense
2191,72,black,10+5,1482,1741,Scandinavian Defense: Mieses-Kotroc Variation
2192,3,white,10+0,1775,1379,Modern Defense
2193,116,black,10+0,1381,1772,Hungarian Opening
2194,113,white,10+0,1769,1383,Modern Defense
2195,64,black,10+0,1456,1765,Scandinavian Defense: Mieses-Kotroc Variation
2196,71,white,5+5,1762,1361,Queen's Gambit Accepted: Old Variation
2197,70,black,8+0,1387,1783,Queen's Pawn
2198,116,black,10+6,1543,1772,Scandinavian Defense
2199,24,draw,30+0,1500,1243,French Defense
2200,54,black,30+0,1243,1500,Horwitz Defense
2201,25,white,30+0,1500,1243,Indian Game
2202,43,white,5+7,1805,1273,Philidor Defense
2203,38,black,5+7,1277,1803,Horwitz Defense
2204,113,white,5+7,1800,1282,Philidor Defense
2205,33,white,5+5,1511,1309,King's Pawn Game
2206,27,white,5+60,1500,1500,Scandinavian Defense: Mieses-Kotroc Variation
2207,30,white,20+0,2473,1500,Scandinavian Defense: Mieses-Kotroc Variation
2208,27,white,20+0,2401,1500,Scandinavian Defense: Mieses-Kotroc Variation
2209,47,white,15+3,2326,1500,Scandinavian Defense: Mieses-Kotroc Variation
2210,73,white,10+0,1398,1265,Sicilian Defense
2211,22,draw,10+0,1194,1255,Sicilian Defense
2212,43,white,10+0,1413,1263,Sicilian Defense
2213,49,white,10+0,1771,1265,Sicilian Defense
2214,56,black,10+0,1266,1556,Queen's Pawn
2215,17,white,10+0,1552,1270,Sicilian Defense
2216,7,white,10+0,1659,1268,Bishop's Opening
2217,26,black,5+5,1268,1341,Queen's Pawn
2218,61,white,5+5,1329,1279,Queen's Gambit Declined
2219,55,black,6+5,1299,1400,Queen's Pawn
2220,22,black,10+0,1963,1380,Owen Defense
2221,3,white,10+13,1515,1412,Owen Defense
2222,89,white,10+0,1746,1744,Three Knights Opening
2223,143,white,10+0,1734,1738,Modern Defense
2224,71,white,10+0,1708,1652,French Defense
2225,64,black,10+0,1648,1698,King's Pawn Game
2226,98,draw,10+0,1698,1720,French Defense
2227,127,white,10+0,1702,1421,Scandinavian Defense: Mieses-Kotroc Variation
2228,55,white,10+0,1676,1661,Italian Game
2229,164,black,10+0,1484,1663,King's Pawn Game
2230,42,black,10+0,1696,1695,French Defense
2231,65,white,20+0,1670,1352,Italian Game
2232,188,black,10+0,1478,1668,Caro-Kann Defense
2233,65,black,10+0,1390,1730,Hungarian Opening
2234,63,white,8+0,1734,1383,Scandinavian Defense
2235,51,black,30+0,1380,1654,Queen's Pawn
2236,55,black,30+0,1364,1738,King's Pawn Game
2237,47,white,30+0,1738,1364,Queen's Gambit Refused: Marshall Defense
2238,37,black,30+0,1364,1738,Sicilian Defense
2239,40,black,25+0,1303,1654,Queen's Pawn
2240,62,black,10+0,1110,1292,Van't Kruijs Opening
2241,58,black,10+0,1220,1281,Sicilian Defense
2242,36,black,5+10,1226,1287,Sicilian Defense
2243,53,white,5+5,1273,1290,French Defense
2244,39,white,25+3,1230,1563,Scandinavian Defense
2245,43,white,25+3,1445,1576,Queen's Pawn
2246,64,black,25+3,1588,1574,Modern Defense
2247,54,black,25+3,1619,1595,Horwitz Defense
2248,36,white,20+3,1482,1648,French Defense
2249,49,white,20+3,1678,1658,French Defense
2250,43,black,20+3,1691,1682,Queen's Gambit Accepted: Old Variation
2251,116,black,20+3,1554,1689,French Defense
2252,11,white,20+3,1681,1571,Queen's Gambit Refused: Marshall Defense
2253,53,white,20+3,1668,1697,Queen's Gambit Refused: Marshall Defense
2254,52,black,20+3,1151,1666,French Defense
2255,123,white,20+3,1700,1673,Queen's Gambit Accepted: Old Variation
2256,60,black,20+3,1689,1648,French Defense
2257,125,draw,20+3,1677,1639,Queen's Pawn
2258,45,white,20+3,1631,1665,French Defense
2259,37,white,20+3,1659,1470,Horwitz Defense
2260,33,white,20+3,1610,1672,French Defense
2261,80,black,20+3,1615,1636,Van't Kruijs Opening
2262,41,white,10+0,1850,1904,Ruy Lopez: Steinitz Defense
2263,76,black,10+0,1696,1854,French Defense
2264,7,white,10+0,1842,1703,Scandinavian Defense: Mieses-Kotroc Variation
2265,119,white,10+0,1826,1772,Ruy Lopez: Steinitz Defense
2266,95,white,10+0,1812,1691,Philidor Defense
2267,143,white,15+0,1806,1823,French Defense
2268,45,black,20+0,1298,1347,Caro-Kann Defense
2269,15,white,10+5,1343,1061,Sicilian Defense
2270,95,white,10+3,1195,1002,Four Knights Game: Italian Variation
2271,116,black,10+3,1302,963,Van't Kruijs Opening
2272,53,white,8+0,1174,955,Horwitz Defense
2273,106,draw,20+0,1126,950,French Defense
2274,23,white,10+0,1475,1177,Scotch Game
2275,69,white,10+0,1308,1190,Scotch Game
2276,35,white,10+0,1582,1199,Ruy Lopez: Steinitz Defense
2277,75,white,10+0,1956,1574,Sicilian Defense
2278,23,white,5+8,1500,1099,Queen's Pawn
2279,7,white,20+3,1322,1142,Four Knights Game: Italian Variation
2280,70,black,11+10,2116,2197,Queen's Pawn
2281,65,white,15+15,2191,2041,French Defense
2282,86,white,25+5,1354,1914,Van't Kruijs Opening
2283,66,black,9+5,2021,1857,French Defense
2284,37,white,13+0,1713,1848,Queen's Pawn
2285,48,black,14+0,1701,1662,French Defense
2286,23,white,14+0,1629,1713,Philidor Defense
2287,23,white,5+20,1559,1577,Queen's Pawn
2288,151,white,60+0,1788,1473,Horwitz Defense
2289,42,black,7+35,1402,1682,Scotch Game
2290,18,white,7+35,1677,1425,Italian Game
2291,39,white,16+10,1231,1531,Sicilian Defense
2292,112,black,25+0,1678,1395,Caro-Kann Defense
2293,18,black,5+8,1459,1499,King's Pawn Game
2294,101,white,5+8,1353,1406,Queen's Pawn
2295,60,black,9+17,1340,1366,Queen's Pawn
2296,42,black,10+10,1269,1162,Philidor Defense
2297,58,black,10+10,1500,1258,Queen's Pawn
2298,56,black,10+0,1560,1601,Philidor Defense
2299,24,black,10+0,1570,1587,Scotch Game
2300,53,white,10+0,1581,1581,Sicilian Defense
2301,36,black,10+0,1590,1614,Giuoco Piano
2302,47,white,10+0,1595,1539,Four Knights Game: Italian Variation
2303,66,black,10+0,1504,1578,Sicilian Defense
2304,69,black,10+0,1589,1573,Scotch Game
2305,89,white,10+0,1579,1565,Scandinavian Defense: Mieses-Kotroc Variation
2306,46,black,10+0,1576,1683,Scandinavian Defense: Mieses-Kotroc Variation
2307,42,black,10+0,1588,1554,Italian Game
2308,58,black,10+0,1564,1578,Sicilian Defense
2309,56,black,10+0,1588,1595,Scotch Game
2310,27,white,10+0,1515,1602,Queen's Pawn
2311,21,white,10+0,1604,1613,Sicilian Defense
2312,73,white,10+0,1614,1613,Sicilian Defense
2313,62,black,10+0,1564,1621,Sicilian Defense
2314,41,white,10+0,1617,1343,Philidor Defense
2315,25,white,10+0,1611,1443,Scotch Game
2316,56,black,10+0,1528,1603,Sicilian Defense
2317,51,white,10+0,1738,1645,Queen's Pawn
2318,61,white,10+0,1640,1436,Owen Defense
2319,33,black,10+0,1365,1653,Queen's Pawn
2320,49,white,10+0,1653,1684,Scotch Game
2321,50,black,10+0,1641,1638,Scotch Game
2322,57,white,10+0,1620,1632,Hungarian Opening
2323,23,white,10+0,1623,1566,Philidor Defense
2324,66,black,10+0,1634,1619,Scotch Game
2325,93,white,10+0,1640,1644,Queen's Pawn
2326,62,black,15+12,1906,2006,French Defense
2327,37,white,10+0,1916,1562,Modern Defense
2328,60,black,8+0,1539,1654,Sicilian Defense
2329,30,black,10+0,1593,1474,Queen's Gambit Refused: Marshall Defense
2330,72,black,10+0,1485,1470,Sicilian Defense
2331,47,white,10+0,1482,1508,Italian Game
2332,23,white,10+0,1508,1509,Philidor Defense
2333,105,white,10+0,1481,1235,Pirc Defense #4
2334,58,black,8+10,1345,1701,Modern Defense
2335,27,white,14+14,1500,1500,Queen's Pawn
2336,31,white,5+10,1544,1427,Queen's Pawn
2337,28,black,5+10,1549,1504,Caro-Kann Defense
2338,52,black,5+10,1746,1479,Pirc Defense #4
2339,117,white,5+10,1560,1467,Caro-Kann Defense
2340,17,white,5+10,1252,1387,Queen's Pawn
2341,109,white,5+10,1384,1420,King's Pawn Game
2342,152,black,5+10,1491,1383,Three Knights Opening
2343,52,black,5+10,1477,2047,Queen's Pawn
2344,50,black,5+10,1104,1430,Queen's Pawn
2345,51,white,30+30,1744,1174,English Opening: King's English Variation
2346,86,black,45+45,1185,1542,Caro-Kann Defense
2347,59,white,30+30,1450,1195,Scandinavian Defense: Mieses-Kotroc Variation
2348,159,white,15+0,1301,1204,Scandinavian Defense
2349,62,black,7+8,1211,1354,Queen's Pawn
2350,60,black,15+0,1558,1764,King's Pawn Game
2351,69,white,10+12,1689,1630,Horwitz Defense
2352,11,white,9+2,1752,1740,Scandinavian Defense: Mieses-Kotroc Variation
2353,41,white,15+3,1500,1594,Scandinavian Defense
2354,60,black,60+0,1423,1584,Queen's Pawn
2355,25,white,20+20,1445,1649,Bishop's Opening
2356,30,black,20+20,1445,1649,Four Knights Game: Italian Variation
2357,52,black,20+20,1649,1445,Caro-Kann Defense
2358,27,white,20+20,1649,1445,Scotch Game
2359,105,black,20+20,1445,1649,Giuoco Piano
2360,95,white,20+20,1649,1447,Modern Defense
2361,31,white,19+20,1549,1427,Queen's Pawn
2362,80,draw,20+20,1432,1568,Three Knights Opening
2363,48,black,20+20,1449,1551,Four Knights Game: Italian Variation
2364,67,white,15+3,1586,1500,King's Pawn Game
2365,30,white,17+1,1586,1452,French Defense
2366,182,black,25+1,1500,1500,Van't Kruijs Opening
2367,49,white,10+0,1528,1517,Scotch Game
2368,58,black,15+0,1473,1518,King's Pawn Game
2369,10,white,20+20,1518,1545,French Defense
2370,126,draw,10+5,1518,1438,Scotch Game
2371,24,black,10+0,1471,1509,Giuoco Piano
2372,86,black,10+0,1532,1597,Scotch Game
2373,89,white,10+0,1359,1532,King's Pawn Game
2374,50,black,10+5,1557,1409,Scotch Game
2375,80,black,45+0,1500,1519,Owen Defense
2376,23,white,15+5,1698,1612,Owen Defense
2377,114,black,5+5,1236,1304,Three Knights Opening
2378,67,white,10+0,1333,1302,Giuoco Piano
2379,34,black,10+0,1336,1324,Scotch Game
2380,67,white,15+0,1326,1141,Scotch Game
2381,64,black,10+5,1052,1318,English Opening: King's English Variation
2382,58,black,15+0,1500,1297,King's Pawn Game
2383,27,white,10+10,1581,1298,King's Pawn Game
2384,34,black,15+15,1434,1265,Four Knights Game: Italian Variation
2385,13,white,15+0,1252,1360,Italian Game
2386,62,white,15+0,1333,1272,Three Knights Opening
2387,62,black,15+5,1077,1146,Three Knights Opening
2388,32,black,15+5,982,1115,Horwitz Defense
2389,54,black,15+0,1005,1072,King's Pawn Game
2390,56,black,15+0,1026,916,King's Pawn Game
2391,52,black,15+0,992,1017,Horwitz Defense
2392,109,white,10+0,1483,1222,Queen's Pawn
2393,34,black,10+0,1385,1531,Sicilian Defense
2394,28,black,5+5,1520,1717,Three Knights Opening
2395,33,white,5+5,1538,1531,Italian Game
2396,88,black,5+5,1454,1532,King's Pawn Game
2397,144,black,5+5,1512,1447,French Defense
2398,69,white,10+0,1506,1605,Philidor Defense
2399,57,white,20+1,1757,1040,Scandinavian Defense: Mieses-Kotroc Variation
2400,103,white,25+3,1757,1809,Sicilian Defense
2401,89,white,25+3,1741,1849,Sicilian Defense
2402,70,black,25+3,1731,1832,Owen Defense
2403,49,white,25+3,1731,1829,Queen's Pawn
2404,82,white,25+3,1731,1811,Philidor Defense
2405,82,black,25+3,1731,1866,Caro-Kann Defense
2406,41,white,25+3,1944,1731,Queen's Pawn
2407,31,white,35+3,1806,1731,French Defense
2408,81,draw,35+3,1868,1701,French Defense
2409,23,white,35+3,1822,1701,French Defense
2410,78,black,30+3,1701,1807,Horwitz Defense
2411,128,white,10+0,1428,1437,Sicilian Defense
2412,58,black,10+0,1497,1437,Sicilian Defense
2413,113,white,15+15,1507,1445,Sicilian Defense
2414,90,black,15+15,1390,1435,Horwitz Defense
2415,58,black,15+15,1451,1294,French Defense
2416,45,white,15+15,1451,1450,Sicilian Defense
2417,35,white,15+15,1362,1463,Sicilian Defense
2418,83,white,10+0,1394,1521,Sicilian Defense
2419,129,white,15+15,1531,1543,Queen's Gambit Refused: Marshall Defense
2420,20,black,15+15,1253,1539,Sicilian Defense
2421,46,black,15+15,1553,1677,Queen's Pawn
2422,154,black,15+8,2057,1949,French Defense
2423,25,white,8+5,1342,1075,Bishop's Opening
2424,40,black,10+0,1068,1822,Indian Game
2425,23,white,30+0,1553,1008,Philidor Defense
2426,132,black,5+8,1015,1301,Queen's Pawn
2427,83,white,10+0,1321,1826,Queen's Pawn
2428,45,draw,20+20,1364,1422,Philidor Defense
2429,74,black,5+10,1241,1430,Scandinavian Defense
2430,69,white,5+8,1500,1022,Scandinavian Defense
2431,75,white,13+0,1314,1196,Horwitz Defense
2432,94,black,10+0,996,1191,French Defense
2433,45,white,10+0,1185,1002,King's Pawn Game
2434,95,white,9+0,1107,1201,French Defense
2435,79,white,12+0,1287,1203,French Defense
2436,82,black,10+0,1212,1359,Van't Kruijs Opening
2437,24,black,10+0,1194,1201,French Defense
2438,69,white,10+0,1356,1208,French Defense
2439,62,black,9+0,1214,1359,Queen's Pawn
2440,15,white,9+0,1206,1368,Queen's Pawn
2441,65,white,9+0,1306,1214,French Defense
2442,30,black,9+0,1218,1393,Van't Kruijs Opening
2443,56,white,9+0,1386,1224,Horwitz Defense
2444,49,white,9+0,1315,1239,French Defense
2445,35,white,9+0,1264,1249,French Defense
2446,60,black,9+0,1257,1343,Queen's Pawn
2447,96,black,9+0,1264,1242,Van't Kruijs Opening
2448,33,white,9+0,1352,1272,Horwitz Defense
2449,22,black,9+0,1281,1342,Queen's Pawn
2450,18,black,9+0,1380,1251,French Defense
2451,123,white,9+0,1240,1047,Queen's Pawn
2452,81,white,9+0,1233,1251,Pirc Defense #4
2453,69,white,9+0,1281,1224,French Defense
2454,63,white,9+0,1209,1337,Van't Kruijs Opening
2455,57,white,9+0,1297,1217,French Defense
2456,51,white,10+0,1997,1778,Queen's Pawn
2457,33,white,10+0,1916,2001,Bishop's Opening
2458,100,white,10+30,2010,2036,Queen's Pawn
2459,29,white,8+0,2035,1492,Queen's Pawn
2460,80,black,8+0,2046,2057,Modern Defense
2461,88,black,5+8,2055,2155,Queen's Pawn
2462,136,black,10+0,2046,2011,Horwitz Defense
2463,221,draw,15+10,2111,2044,Giuoco Piano
2464,33,white,15+10,2063,2065,Scandinavian Defense: Mieses-Kotroc Variation
2465,44,white,8+0,2328,2031,Giuoco Piano
2466,156,black,15+10,2005,2024,Scotch Game
2467,168,black,10+0,2143,2032,Scandinavian Defense: Mieses-Kotroc Variation
2468,125,white,40+15,2151,2046,Queen's Gambit Accepted: Old Variation
2469,79,white,10+0,2294,2046,Scandinavian Defense: Mieses-Kotroc Variation
2470,36,black,10+0,2046,2294,Queen's Pawn
2471,55,white,10+1,2120,2055,Scandinavian Defense: Mieses-Kotroc Variation
2472,130,black,15+0,2081,2082,Queen's Pawn
2473,32,black,10+0,1407,1430,King's Pawn Game
2474,117,white,10+0,1418,1419,Italian Game
2475,5,white,15+0,1500,1418,Van't Kruijs Opening
2476,38,black,5+5,1418,1465,Italian Game
2477,83,white,1+10,1471,1412,Queen's Pawn
2478,42,black,8+8,1104,1449,Four Knights Game: Italian Variation
2479,61,white,30+0,1441,1316,French Defense
2480,45,white,15+0,1424,1373,Philidor Defense
2481,47,white,30+0,1424,1508,French Defense
2482,28,white,20+15,1408,1255,French Defense
2483,47,white,8+0,1392,1500,Scandinavian Defense: Mieses-Kotroc Variation
2484,17,white,10+0,2043,1396,Queen's Gambit Refused: Marshall Defense
2485,35,white,20+2,1385,1362,Philidor Defense
2486,35,white,20+0,1500,1385,Queen's Pawn
2487,33,white,60+0,1526,1385,Queen's Pawn
2488,29,white,20+0,1500,1385,King's Pawn Game
2489,23,white,10+0,1377,1804,Italian Game
2490,49,white,8+2,1377,1073,Scandinavian Defense: Mieses-Kotroc Variation
2491,61,white,10+0,1343,1377,Scotch Game
2492,50,black,20+20,1635,1377,Queen's Pawn
2493,88,black,5+15,1764,1590,Sicilian Defense
2494,30,black,8+5,1804,1938,Sicilian Defense
2495,79,white,10+0,1848,1814,Queen's Pawn
2496,53,white,10+0,1806,1673,French Defense
2497,47,white,5+8,1824,1817,Modern Defense
2498,142,black,5+8,1829,1812,Philidor Defense
2499,33,white,5+8,1831,1810,King's Pawn Game
2500,42,white,20+0,1927,1840,Hungarian Opening
2501,66,black,5+8,1870,1826,Horwitz Defense
2502,147,white,11+0,1810,1933,Philidor Defense
2503,38,black,10+0,2278,1800,Horwitz Defense
2504,150,black,15+0,1823,2012,Philidor Defense
2505,72,black,15+0,1846,1839,Scandinavian Defense
2506,62,black,13+0,1500,1621,Ruy Lopez: Steinitz Defense
2507,62,black,10+0,1655,1673,French Defense
2508,49,white,15+0,1654,1693,Sicilian Defense
2509,47,white,10+2,1705,1674,Queen's Gambit Refused: Marshall Defense
2510,58,black,10+3,1717,1460,Owen Defense
2511,55,white,8+0,1712,1499,Scandinavian Defense: Mieses-Kotroc Variation
2512,50,black,10+0,1801,1717,Italian Game
2513,57,white,14+0,1714,1718,Italian Game
2514,69,white,15+0,1803,1723,Queen's Pawn
2515,173,white,15+0,1719,1758,Ruy Lopez: Steinitz Defense
2516,40,black,10+5,1232,1761,Queen's Pawn
2517,34,white,15+0,1735,1763,Pirc Defense #4
2518,108,black,14+0,1757,1709,Queen's Pawn
2519,100,black,14+0,1720,1748,Scandinavian Defense: Mieses-Kotroc Variation
2520,45,white,10+0,2247,1718,Italian Game
2521,92,black,15+0,2295,2055,Owen Defense
2522,27,draw,15+0,1436,1525,Bishop's Opening
2523,28,black,5+8,1536,1353,Italian Game
2524,74,black,10+0,1303,1613,Four Knights Game: Italian Variation
2525,86,draw,25+0,1874,1754,Owen Defense
2526,144,black,10+0,1604,1869,Sicilian Defense
2527,40,black,25+0,1869,1628,Scandinavian Defense: Mieses-Kotroc Variation
2528,104,draw,10+0,1359,1258,Philidor Defense
2529,112,black,20+40,1334,1253,Scotch Game
2530,6,black,20+40,1141,1328,Scotch Game
2531,32,white,20+40,1321,1167,French Defense
2532,37,white,20+40,1307,1381,Scotch Game
2533,46,black,20+40,1315,1390,Scotch Game
2534,100,draw,20+0,1289,1372,Philidor Defense
2535,45,black,10+0,1290,1760,Sicilian Defense
2536,46,black,30+10,1299,1356,Scandinavian Defense
2537,57,white,30+10,1303,1294,French Defense
2538,50,black,30+10,1314,1295,Scotch Game
2539,46,black,30+10,1313,1383,Scotch Game
2540,56,white,30+10,1269,1338,Scotch Game
2541,54,white,30+10,1266,1307,Pirc Defense #4
2542,9,black,10+10,1278,1135,Scandinavian Defense
2543,39,white,30+10,1266,1295,Scotch Game
2544,25,white,30+10,1249,1147,Four Knights Game: Italian Variation
2545,80,black,15+20,1500,2154,Caro-Kann Defense
2546,102,black,5+5,2075,2303,Queen's Gambit Declined
2547,87,white,14+10,2303,1286,Owen Defense
2548,90,black,13+14,1371,2282,Hungarian Opening
2549,70,black,12+1,1433,2267,Scandinavian Defense
2550,122,black,5+5,1540,2266,Queen's Pawn
2551,80,black,10+0,1301,2266,Scandinavian Defense
2552,58,black,5+5,2201,2266,Ruy Lopez: Steinitz Defense
2553,38,black,10+2,1351,1360,Three Knights Opening
2554,55,white,8+0,1508,1511,French Defense
2555,69,white,12+0,1568,1517,Sicilian Defense
2556,41,white,15+5,1594,1526,Queen's Gambit Refused: Marshall Defense
2557,102,black,7+5,1548,1465,French Defense
2558,50,black,8+3,1546,1595,Scotch Game
2559,75,white,9+9,1532,1640,Scotch Game
2560,32,black,8+4,1458,1524,Sicilian Defense
2561,82,black,8+0,1535,1484,Scotch Game
2562,79,black,6+3,1520,1524,Sicilian Defense
2563,60,black,10+0,1568,1534,Scotch Game
2564,88,black,10+0,1544,1558,Caro-Kann Defense
2565,83,white,10+0,1547,1555,Scotch Game
2566,58,black,15+10,1758,1530,Sicilian Defense
2567,26,black,5+8,1540,1556,Scotch Game
2568,70,black,10+10,1555,1570,Sicilian Defense
2569,36,black,5+8,1563,1654,Scotch Game
2570,86,black,5+5,1524,1567,Sicilian Defense
2571,71,white,5+5,1541,1548,Sicilian Defense
2572,68,black,15+0,1562,1480,Scotch Game
2573,80,black,10+5,1316,1572,Sicilian Defense
2574,53,white,5+5,1516,1598,Sicilian Defense
2575,92,black,5+8,1460,1591,Indian Game
2576,73,white,15+0,1847,1707,Philidor Defense
2577,77,white,10+0,1956,1715,Queen's Pawn
2578,53,white,10+0,1707,1596,Queen's Pawn
2579,142,black,10+0,1726,1582,Horwitz Defense
2580,58,black,10+0,1431,1735,Sicilian Defense
2581,61,white,10+0,1741,1874,Queen's Pawn
2582,81,white,10+0,1978,1746,Queen's Gambit Accepted: Old Variation
2583,55,white,10+0,1712,1463,Queen's Gambit Refused: Marshall Defense
2584,70,black,180+25,1500,1076,Van't Kruijs Opening
2585,11,white,180+25,1500,1076,Van't Kruijs Opening
2586,67,white,8+0,1774,1500,Sicilian Defense
2587,43,draw,10+0,1774,1683,Three Knights Opening
2588,72,black,10+0,1500,1774,Queen's Pawn
2589,57,white,20+0,1753,1441,French Defense
2590,59,white,20+0,1745,1598,Three Knights Opening
2591,17,white,20+0,1742,1321,Italian Game
2592,90,black,20+0,1577,1730,Queen's Pawn
2593,20,black,10+0,1485,1720,King's Pawn Game
2594,17,white,10+0,1278,1801,Italian Game
2595,31,white,10+0,1139,1801,Four Knights Game: Italian Variation
2596,73,white,10+0,1801,1500,Philidor Defense
2597,99,white,10+0,1421,1801,Scotch Game
2598,3,draw,5+8,1292,1339,Queen's Pawn
2599,109,white,5+8,1329,1303,Scandinavian Defense: Mieses-Kotroc Variation
2600,44,white,10+0,1449,1337,Queen's Pawn
2601,15,white,8+0,1500,1346,Italian Game
2602,26,black,10+0,1251,1354,Queen's Pawn
2603,106,black,5+8,1407,1333,Horwitz Defense
2604,75,white,6+4,1463,1341,Ruy Lopez: Steinitz Defense
2605,53,white,8+2,1544,1332,Modern Defense
2606,44,black,10+0,1341,1409,Sicilian Defense
2607,90,black,8+0,1313,1330,Queen's Pawn
2608,130,black,10+10,1364,1373,Sicilian Defense
2609,26,black,10+15,1340,1353,King's Pawn Game
2610,97,white,5+10,1476,1362,King's Pawn Game
2611,125,black,15+0,1385,1277,French Defense
2612,122,black,10+5,1392,1542,Italian Game
2613,86,black,15+3,1299,1371,King's Pawn Game
2614,24,black,15+3,1386,1285,Italian Game
2615,189,white,8+8,1545,1393,Queen's Pawn
2616,46,black,5+5,1404,1554,Italian Game
2617,63,white,15+0,1393,1427,French Defense
2618,74,black,5+8,1571,1389,Ruy Lopez: Steinitz Defense
2619,48,black,9+0,1144,1384,Italian Game
2620,17,white,7+7,1709,1404,Philidor Defense
2621,56,black,10+0,1563,2258,Four Knights Game: Italian Variation
2622,27,white,3+8,2228,1526,Sicilian Defense
2623,86,black,10+0,1857,2247,Sicilian Defense
2624,16,black,10+0,1575,2240,French Defense
2625,28,black,10+0,1940,2220,Queen's Pawn
2626,57,white,10+0,2208,1748,Queen's Pawn
2627,101,white,10+0,1684,2239,French Defense
2628,54,black,10+0,1228,1305,Sicilian Defense
2629,40,black,10+0,1204,1447,Sicilian Defense
2630,29,white,10+0,1682,1206,Scandinavian Defense: Mieses-Kotroc Variation
2631,73,black,10+0,1211,1541,Sicilian Defense
2632,85,black,10+0,1215,1546,Sicilian Defense
2633,38,black,10+0,1223,1681,Sicilian Defense
2634,37,white,15+0,1211,1264,Sicilian Defense
2635,81,white,5+8,1256,1164,Scandinavian Defense: Mieses-Kotroc Variation
2636,34,black,7+7,1266,1254,Scandinavian Defense
2637,69,white,10+0,1069,1295,Modern Defense
