turns,winner,increment_code,white_rating,black_rating,opening_name
32,black,15+15,1288,1138,Queen's Gambit Declined
7,black,10+0,1154,1191,Horwitz Defense
23,white,10+0,1217,1176,Sicilian Defense
122,black,10+0,1210,1183,King's Pawn Game: Wayward Queen Attack
35,white,15+0,1699,1457,Queen's Pawn Game: Chigorin Variation
75,white,25+0,1500,1545,Queen's Pawn Game: Zukertort Variation
90,black,10+0,1324,1365,Scotch Game
29,black,10+0,1340,1366,Van't Kruijs Opening
39,draw,10+0,1250,1382,Queen's Pawn Game
94,black,10+0,1388,1238,Italian Game: Anti-Fried Liver Defense
129,white,10+0,1390,1423,Philidor Defense
68,black,10+0,1384,1393,Queen's Pawn Game #2
56,black,10+0,1403,1387,French Defense: Normal Variation
86,black,10+0,1405,1362,Scandinavian Defense: Mieses-Kotroc Variation
107,draw,10+0,1397,1405,Sicilian Defense: Smith-Morra Gambit #2
13,white,10+0,1374,1408,Van't Kruijs Opening
63,white,10+0,1306,1429,Queen's Pawn Game
40,black,10+0,1423,1610,Italian Game: Anti-Fried Liver Defense
88,black,10+0,1437,1635,French Defense: Normal Variation
62,black,10+0,1412,1427,Sicilian Defense
110,black,10+0,1261,1397,Queen's Pawn Game
39,white,10+0,1349,1419,Four Knights Game: Italian Variation
15,white,10+0,1413,1434,Horwitz Defense
86,black,10+0,1343,1406,French Defense #2
41,white,10+0,1596,1711,Bishop's Opening
94,black,10+0,1721,1754,Sicilian Defense
130,black,10+0,1228,1732,King's Pawn Game: Wayward Queen Attack
33,white,10+0,1685,1609,Caro-Kann Defense
84,white,15+15,1472,1218,Queen's Pawn Game: Mason Attack
35,white,20+0,1493,1500,Queen's Pawn Game: Mason Attack
61,white,12+0,1493,1463,Queen's Pawn Game: Mason Attack
78,black,10+0,1482,1744,Queen's Pawn Game: Mason Attack
49,white,10+0,1477,1189,Queen's Pawn Game: Mason Attack
115,white,10+0,1476,1524,Queen's Gambit Refused: Marshall Defense
82,black,10+0,1170,1500,King's Pawn Game: Leonardis Variation
22,black,15+15,1229,1160,Bishop's Opening
88,black,30+0,1037,1669,Sicilian Defense
84,black,10+0,1500,1311,English Opening: King's English Variation
52,black,10+0,1361,1370,Philidor Defense #3
66,black,10+0,1327,1343,Giuoco Piano
111,white,10+0,1347,1186,Four Knights Game: Italian Variation
27,white,10+0,1334,1400,French Defense: Knight Variation
27,black,10+0,1329,1466,Sicilian Defense: Bowdler Attack
62,black,10+0,1099,1279,Queen's Pawn Game: Chigorin Variation
63,white,10+0,1383,1286,Four Knights Game: Italian Variation
50,black,10+0,1297,1313,Italian Game
32,black,10+0,1306,1298,Four Knights Game: Italian Variation
92,black,10+0,1195,1298,Van't Kruijs Opening
57,white,10+0,1282,1492,Philidor Defense #2
43,draw,10+0,1386,1279,Hungarian Opening
17,white,10+0,1264,1367,Giuoco Piano
51,white,10+0,1393,1272,Queen's Pawn Game: Chigorin Variation
24,black,10+0,1278,1474,Philidor Defense #2
39,white,10+0,1267,1370,Scandinavian Defense: Mieses-Kotroc Variation
49,white,10+0,1349,1276,King's Pawn Game: Leonardis Variation
40,black,10+0,1285,1383,French Defense: Knight Variation
95,white,10+0,1526,1290,Hungarian Opening
64,black,10+0,1299,1647,Sicilian Defense: Bowdler Attack
51,white,10+0,1279,1625,Four Knights Game: Italian Variation
23,black,15+5,1258,1481,Queen's Pawn Game: Chigorin Variation
78,black,10+0,2179,2115,Hungarian Opening
83,white,10+0,2173,1831,Bishop's Opening
124,black,10+0,2179,2090,Horwitz Defense
32,black,10+0,1450,1390,Three Knights Opening
100,black,10+0,1492,1560,Pirc Defense #4
64,white,10+0,1558,1526,Bishop's Opening
53,white,10+0,1491,1438,Three Knights Opening
71,white,10+0,1447,1439,Pirc Defense #4
7,white,7+2,1238,1500,Bishop's Opening
7,white,7+2,1500,1238,Bishop's Opening
18,black,7+2,1500,1238,Sicilian Defense: Bowdler Attack
23,white,15+5,1443,1500,Scotch Game
12,black,10+5,1500,1626,Bishop's Opening
28,black,10+0,1317,1401,Scotch Game
32,white,10+0,1258,1331,Sicilian Defense
104,black,10+0,1340,1433,Queen's Pawn Game
127,draw,10+0,1134,1346,Sicilian Defense
73,white,10+0,1336,1292,Modern Defense
117,white,10+0,1278,1463,Queen's Pawn Game: Zukertort Variation
123,white,10+0,1363,1287,Indian Game
105,white,15+15,966,937,Scandinavian Defense
8,black,15+15,951,955,French Defense: Normal Variation
79,white,15+0,1148,972,Scandinavian Defense: Mieses-Kotroc Variation
21,white,15+15,958,1008,King's Pawn Game: Leonardis Variation
28,draw,15+15,1015,956,Sicilian Defense: Bowdler Attack
105,white,10+0,964,1029,Queen's Pawn Game: Chigorin Variation
66,black,10+0,1058,943,Queen's Pawn Game: Mason Attack
47,white,10+0,808,973,Van't Kruijs Opening
11,white,10+0,1095,986,Scandinavian Defense: Mieses-Kotroc Variation
62,black,10+0,999,1092,Hungarian Opening
13,white,10+0,912,1024,Scandinavian Defense: Mieses-Kotroc Variation
20,black,10+0,1029,914,Hungarian Opening
128,black,10+0,1048,1077,Queen's Pawn
33,white,10+0,1082,1070,Scandinavian Defense
30,white,10+0,1070,1069,Scandinavian Defense
63,black,30+0,1099,1326,Queen's Pawn Game: Mason Attack
21,draw,8+7,1196,946,Owen Defense
105,white,10+0,1649,1672,Queen's Pawn Game: Zukertort Variation
80,black,10+0,1676,1637,Bishop's Opening
90,black,10+0,1655,1668,Sicilian Defense: Old Sicilian
69,black,10+0,1645,1655,Italian Game
103,white,10+0,1648,1672,Three Knights Opening
25,white,10+0,1660,1665,Three Knights Opening
148,black,10+0,1693,1693,Sicilian Defense: Old Sicilian
87,white,10+0,1730,1703,Italian Game: Anti-Fried Liver Defense
90,black,10+0,1686,1701,Ruy Lopez: Steinitz Defense
97,white,10+0,1701,1680,French Defense: Knight Variation
101,white,10+0,1964,1705,Bishop's Opening
94,black,10+0,1755,1717,Italian Game
61,white,10+0,1772,1713,Italian Game: Anti-Fried Liver Defense
58,black,10+0,1576,1671,King's Pawn Game: Leonardis Variation
33,white,10+0,1661,1675,French Defense: Knight Variation
60,black,10+0,1748,1647,Italian Game
141,white,10+0,1637,1661,Sicilian Defense: Old Sicilian
71,white,10+0,1347,1268,Van't Kruijs Opening
60,black,5+8,1500,1072,Three Knights Opening
72,white,10+10,1605,1367,Sicilian Defense: Bowdler Attack
98,black,20+5,1500,1501,Queen's Pawn Game: Chigorin Variation
29,white,10+0,1191,1598,King's Pawn Game: Wayward Queen Attack
95,white,10+0,1301,1616,Philidor Defense #2
81,black,10+0,1498,1597,Scotch Game
60,black,10+0,1577,1874,Philidor Defense #2
123,white,10+0,1651,1573,Three Knights Opening
99,white,10+0,1569,1298,Philidor Defense #3
114,black,10+0,1390,1201,French Defense: Knight Variation
9,white,10+0,1395,1273,Owen Defense
12,black,7+2,1500,1378,King's Pawn Game: Leonardis Variation
52,black,10+0,1232,1371,Hungarian Opening
109,draw,10+0,1372,1347,Philidor Defense #3
22,black,10+0,1384,1353,Italian Game
93,white,10+0,1406,1338,Philidor Defense #3
122,black,7+2,1243,1378,Queen's Pawn
42,black,4+6,1383,1045,French Defense: Knight Variation
26,black,4+6,1383,1045,French Defense: Knight Variation
77,white,4+6,1383,1045,French Defense: Knight Variation
45,white,4+6,1383,1045,French Defense: Knight Variation
112,draw,8+0,1383,1045,French Defense: Knight Variation
52,black,8+0,1383,1045,French Defense: Knight Variation
62,black,10+0,1446,1359,King's Pawn Game: Leonardis Variation
58,black,10+0,1369,1413,Bishop's Opening
12,black,10+0,1468,1354,King's Pawn Game: Leonardis Variation
84,black,8+0,1331,1434,Bishop's Opening
33,white,10+0,1985,1009,Ruy Lopez: Steinitz Defense
41,white,10+0,1009,1227,French Defense: Normal Variation
69,white,8+0,1344,1018,Hungarian Opening
92,black,10+0,1018,1707,Scandinavian Defense
81,white,10+0,1500,1018,Ruy Lopez: Steinitz Defense
19,white,10+0,1166,1034,Italian Game
19,white,10+0,1100,1034,Four Knights Game: Italian Variation
88,draw,8+0,1009,1038,Horwitz Defense
124,black,180+0,1500,1038,King's Pawn Game: Leonardis Variation
2,black,15+0,1038,1331,Scandinavian Defense
26,white,10+0,1067,972,Van't Kruijs Opening
40,black,20+0,1150,1202,Van't Kruijs Opening
60,white,8+0,1353,1364,Philidor Defense #3
44,black,8+0,1377,1340,Caro-Kann Defense
38,draw,10+0,1323,1365,King's Pawn Game: Wayward Queen Attack
90,black,10+0,1287,1355,Horwitz Defense
44,black,8+0,1331,1341,Scandinavian Defense
34,black,8+0,1343,1328,Scandinavian Defense: Mieses-Kotroc Variation
34,black,8+0,1343,1328,Scandinavian Defense: Mieses-Kotroc Variation
45,black,10+0,1210,1334,Van't Kruijs Opening
31,white,10+0,1325,1218,Horwitz Defense
102,black,15+15,1690,1712,Van't Kruijs Opening
32,black,15+15,1763,1628,Hungarian Opening
29,white,10+0,1840,1785,Queen's Gambit Refused: Marshall Defense
66,black,10+0,1711,1751,Sicilian Defense: Bowdler Attack
44,black,15+10,1865,1990,Sicilian Defense: Old Sicilian
45,white,15+10,1805,1870,Sicilian Defense: Smith-Morra Gambit #2
142,black,15+15,1844,1857,Sicilian Defense: Bowdler Attack
80,black,15+10,1844,1839,Sicilian Defense: Old Sicilian
99,draw,15+10,1845,1841,Sicilian Defense
51,white,15+10,1810,1835,Sicilian Defense: Old Sicilian
69,white,20+5,1981,1818,Hungarian Opening
58,black,30+5,1815,1893,Sicilian Defense
63,white,15+10,1946,1828,Sicilian Defense
48,black,15+10,1843,1938,Owen Defense
57,white,15+10,1825,1885,Sicilian Defense: Bowdler Attack
66,black,15+10,1812,1872,Sicilian Defense
143,white,15+10,1873,1833,Ruy Lopez: Steinitz Defense
79,white,15+10,1839,1819,Ruy Lopez: Steinitz Defense
71,white,15+10,1717,1833,Sicilian Defense
38,white,15+10,1770,1789,Sicilian Defense
66,black,15+10,1890,1853,Ruy Lopez: Steinitz Defense
62,black,10+0,1438,1407,Philidor Defense #2
23,white,10+0,2009,1441,Scotch Game
46,black,10+0,1319,1480,Van't Kruijs Opening
48,black,10+0,1798,1848,Giuoco Piano
62,black,10+0,1788,1853,Giuoco Piano
70,black,10+0,1551,1842,Queen's Gambit Accepted: Old Variation
56,black,10+0,1852,1879,Owen Defense
73,white,10+0,2231,1882,Queen's Pawn Game: Zukertort Variation
66,black,10+0,1850,1871,Queen's Pawn Game
77,white,10+0,1870,1412,Modern Defense
62,black,10+0,1889,1907,King's Pawn Game: Leonardis Variation
3,white,10+0,1375,1332,Queen's Pawn Game: Zukertort Variation
47,white,10+0,1326,1321,King's Pawn Game: Leonardis Variation
29,white,10+0,1308,1339,French Defense: Normal Variation
41,white,10+0,1285,1321,Horwitz Defense
48,black,10+0,1270,1322,Queen's Pawn Game: Zukertort Variation
67,white,10+0,1550,1321,Scandinavian Defense
48,black,10+0,1322,1836,Owen Defense
10,black,10+0,1358,1315,Philidor Defense #3
30,black,10+0,1319,1633,Philidor Defense
18,black,10+0,1343,1369,Italian Game: Anti-Fried Liver Defense
13,white,10+0,1335,1355,Philidor Defense
36,black,10+0,1370,1838,Scandinavian Defense: Mieses-Kotroc Variation
1,black,10+0,1464,1355,Hungarian Opening
23,white,10+0,1743,1320,Philidor Defense #3
12,black,10+0,1317,1392,Scandinavian Defense: Mieses-Kotroc Variation
41,white,10+0,1309,1213,Philidor Defense #3
16,black,10+0,1321,1259,Pirc Defense #4
2,black,10+0,1336,1516,Scandinavian Defense
55,white,10+0,1351,1357,Philidor Defense #2
2,black,150+180,1055,1280,Van't Kruijs Opening
8,black,10+0,1086,1148,Van't Kruijs Opening
62,black,10+0,1091,1958,Van't Kruijs Opening
4,black,180+180,1091,1171,Van't Kruijs Opening
2,black,180+180,1091,1529,Van't Kruijs Opening
2,white,180+180,1091,1701,Van't Kruijs Opening
2,black,30+0,1091,1500,Van't Kruijs Opening
26,black,10+0,1185,1171,Van't Kruijs Opening
38,black,10+0,1193,1636,Van't Kruijs Opening
44,black,20+5,1236,1373,Van't Kruijs Opening
64,black,7+10,1264,1506,Van't Kruijs Opening
12,white,9+1,1739,1260,Hungarian Opening
6,black,9+1,1423,1576,French Defense: Normal Variation
3,black,10+0,1500,1500,Horwitz Defense
36,black,15+2,1500,2126,Indian Game
138,black,15+0,1537,1500,Sicilian Defense: Bowdler Attack
68,black,15+0,1500,1537,Italian Game: Anti-Fried Liver Defense
125,white,15+0,1500,1619,Italian Game
31,white,10+0,1513,1026,Horwitz Defense
32,black,10+0,1026,1369,King's Pawn Game: Leonardis Variation
54,white,15+15,1145,1040,Scandinavian Defense
64,black,5+8,1043,1539,Queen's Pawn Game #2
171,white,11+0,1666,1044,Philidor Defense
52,black,5+8,971,1500,Scandinavian Defense
114,black,5+8,971,1629,Modern Defense
81,white,10+7,1700,982,Philidor Defense #3
9,white,6+5,1735,982,King's Pawn Game: Wayward Queen Attack
34,black,10+0,1359,1411,Scandinavian Defense
30,black,10+0,1365,1708,Scandinavian Defense: Mieses-Kotroc Variation
15,white,10+0,1512,1403,Scotch Game
66,black,10+0,1412,1679,Philidor Defense #3
19,black,10+0,1479,1387,French Defense: Normal Variation
39,white,10+0,1889,1389,Horwitz Defense
37,black,10+0,1392,1816,Giuoco Piano
22,black,10+0,1760,1358,Italian Game
56,black,10+0,1383,1352,Sicilian Defense: Old Sicilian
58,black,10+0,1376,1418,Four Knights Game: Italian Variation
50,black,10+0,1406,1321,Sicilian Defense: Old Sicilian
59,white,10+0,1241,1460,Queen's Pawn Game #2
68,black,10+0,1370,1425,King's Pawn Game: Wayward Queen Attack
35,white,10+0,1384,1380,Philidor Defense #3
65,white,10+0,1435,1429,Scotch Game
61,draw,10+0,1494,1433,Bishop's Opening
100,black,5+8,1375,1529,Caro-Kann Defense
57,white,5+8,1590,1380,Scandinavian Defense: Mieses-Kotroc Variation
21,white,5+8,1371,1291,Scotch Game
145,white,5+8,1741,1371,Scandinavian Defense: Mieses-Kotroc Variation
51,white,10+8,1321,1267,Scandinavian Defense: Mieses-Kotroc Variation
44,black,10+8,1334,1277,Scandinavian Defense: Mieses-Kotroc Variation
107,white,10+8,1324,1280,Scandinavian Defense: Mieses-Kotroc Variation
110,black,10+8,1348,1460,French Defense: Knight Variation
40,white,10+8,1160,1369,Hungarian Opening
102,black,10+8,1374,1357,Scandinavian Defense: Mieses-Kotroc Variation
179,white,10+8,1303,1406,Scandinavian Defense: Mieses-Kotroc Variation
57,white,10+8,1400,1529,Sicilian Defense: Smith-Morra Gambit #2
127,draw,10+8,1398,1465,Sicilian Defense: Smith-Morra Gambit #2
97,white,20+0,1444,1476,Ruy Lopez: Steinitz Defense
36,black,15+15,1476,1652,Queen's Pawn Game: Chigorin Variation
75,black,15+15,1492,1476,Queen's Pawn Game: Mason Attack
39,white,20+30,1581,1495,Queen's Pawn Game #2
19,white,15+0,1597,1504,Queen's Gambit Declined
143,white,30+3,1684,1511,Ruy Lopez: Steinitz Defense
23,white,14+10,1579,1522,Queen's Gambit Refused: Marshall Defense
118,white,25+10,1502,1695,Philidor Defense #3
34,black,10+10,1507,1757,Queen's Pawn Game: Chigorin Variation
55,white,15+15,1605,1517,Four Knights Game: Italian Variation
11,white,15+5,1353,1568,King's Pawn Game: Leonardis Variation
18,black,10+5,1589,1386,Queen's Pawn Game: Chigorin Variation
117,white,5+8,1721,1621,Ruy Lopez: Steinitz Defense
88,black,10+5,1633,1777,Queen's Pawn Game: Zukertort Variation
37,black,15+5,1646,1649,Ruy Lopez: Steinitz Defense
62,black,5+30,1500,1649,King's Pawn Game: Wayward Queen Attack
59,white,10+0,1649,1230,Queen's Pawn Game: Chigorin Variation
88,black,5+8,1673,1633,Hungarian Opening
45,black,5+8,1649,1838,Queen's Pawn Game: Zukertort Variation
89,white,10+0,1650,1756,Indian Game
100,draw,10+0,1519,1749,Sicilian Defense
70,black,10+0,1851,1887,French Defense: Exchange Variation
52,black,10+0,1874,1774,French Defense: Exchange Variation
87,white,8+1,1232,1581,Queen's Pawn Game: Chigorin Variation
71,white,10+2,1500,1238,Sicilian Defense: Smith-Morra Gambit #2
73,black,10+5,1277,1464,Indian Game
23,white,10+5,1371,1284,Philidor Defense #3
20,black,20+0,1500,1371,Sicilian Defense: Smith-Morra Gambit #2
44,black,20+0,1401,1382,Sicilian Defense: Bowdler Attack
43,white,10+0,1501,1484,Indian Game
49,white,10+0,1419,1544,English Opening: King's English Variation
40,black,15+10,1419,1865,English Opening: King's English Variation
45,white,10+10,1639,1807,English Opening: King's English Variation
61,white,15+1,1555,1575,Queen's Pawn Game: Zukertort Variation
35,white,10+0,1555,1755,Queen's Pawn Game: Zukertort Variation
89,white,30+30,1293,2123,Giuoco Piano
45,white,10+0,2264,1529,French Defense: Exchange Variation
48,black,10+0,1753,2264,French Defense: Exchange Variation
59,white,15+0,2264,1455,Ruy Lopez: Steinitz Defense
74,black,15+0,1885,2261,Sicilian Defense: Bowdler Attack
19,white,10+0,1466,1046,Italian Game: Anti-Fried Liver Defense
122,black,10+0,1349,1449,Queen's Pawn Game #2
42,black,10+0,1985,1993,Sicilian Defense
34,black,10+0,1802,1913,Sicilian Defense
122,black,10+0,1726,1946,Indian Game
151,white,10+0,1859,1954,Sicilian Defense: Bowdler Attack
119,white,10+0,1785,1971,Sicilian Defense: Bowdler Attack
58,black,10+5,1702,1474,Sicilian Defense
46,black,2+10,1474,2014,English Opening: King's English Variation
84,black,5+5,1500,1474,Indian Game
56,black,10+7,1363,1474,Sicilian Defense: Smith-Morra Gambit #2
24,white,15+0,1390,1474,Indian Game
62,black,10+0,1495,1474,Sicilian Defense: Bowdler Attack
145,white,5+8,1474,1607,Ruy Lopez: Steinitz Defense
46,black,10+0,1487,1562,Queen's Pawn Game
52,black,10+0,1503,1498,Scandinavian Defense
85,white,20+1,1114,1189,Hungarian Opening
51,draw,20+1,1191,1111,Van't Kruijs Opening
36,black,10+0,897,1111,Modern Defense
26,white,10+0,1111,897,Hungarian Opening
139,white,10+0,1115,1013,Hungarian Opening
72,black,10+0,1099,1115,Modern Defense
142,black,10+0,1099,1115,Modern Defense
23,white,0+25,798,1157,Modern Defense
43,white,15+5,1151,964,Hungarian Opening
34,black,7+2,1113,1581,King's Pawn Game: Leonardis Variation
23,white,15+15,1083,1218,Scotch Game
6,black,15+15,1091,1203,Sicilian Defense: Bowdler Attack
37,white,15+15,1236,1098,Scotch Game
19,white,15+15,1112,1109,King's Pawn Game: Wayward Queen Attack
65,draw,15+15,1116,1173,Scandinavian Defense
28,black,15+15,1139,1104,Scotch Game
47,white,20+5,1614,1711,Pirc Defense #4
38,black,10+5,1696,1659,Pirc Defense #4
41,white,0+15,1525,1657,Pirc Defense #4
68,white,10+5,1782,1651,Pirc Defense #4
25,white,8+6,1700,1635,Pirc Defense #4
88,draw,10+5,1642,1638,Pirc Defense #4
65,white,10+5,1652,1674,Indian Game
56,black,15+14,1201,1871,Queen's Pawn Game
75,white,15+14,1870,1202,Horwitz Defense
14,black,15+14,1573,1866,Scandinavian Defense: Mieses-Kotroc Variation
21,white,15+14,1799,1866,Scandinavian Defense: Mieses-Kotroc Variation
43,white,15+14,1857,1590,French Defense: Exchange Variation
41,black,15+14,1594,1852,Scandinavian Defense: Mieses-Kotroc Variation
75,white,15+14,1875,1074,Queen's Gambit Accepted: Old Variation
54,black,15+14,1825,1869,French Defense: Knight Variation
93,white,10+0,1940,1879,Scandinavian Defense: Mieses-Kotroc Variation
64,draw,10+0,1815,1882,Van't Kruijs Opening
57,white,15+14,1878,1534,Horwitz Defense
73,white,15+14,1757,1891,Scandinavian Defense: Mieses-Kotroc Variation
60,black,15+14,1426,1885,Scandinavian Defense
